#hour	Tair[°C]	Prec[mm]	RH[%]	windSpeed[m/s]	windDir(°)	globRad[W/m2]
12	32	0	36	2.2	17	731.3
13	32.7	0	35	2.7	355	768.5
14	33.1	0	33	2.4	55	684.6
15	34	0	33	1.4	39	762.6
16	34.5	0	32	1.8	100	675.4
17	34.9	0	31	1.6	65	560
18	34.9	0	31	1.8	54	421.7
19	34.1	0	31	2.6	80	201.6
20	32.6	0	35	3.2	96	63
21	31	0	40	2.3	121	16.5
22	30	0	43	2	149	2.1
23	29.4	0	44	1.6	193	2
0	29.4	0	42	2.1	215	2
1	27.3	0	48	1.4	48	2
2	26.6	0	51	2	352	2
3	25.3	0	60	0.7	101	2
4	24.4	0	64	3.4	194	2
5	24.4	0	75	2.6	204	2
6	24	0	79	3.5	200	3.3
7	24	0	72	1.9	224	45.1
8	26	0	66	2.3	261	176.6
9	28.1	0	57	1.9	293	383.8
10	29.3	0	55	1.9	304	517.8
11	30.5	0	50	2	313	535.6
12	30.8	0	49	2.9	354	495.8
13	31.8	0	48	3.5	10	711.8
14	33	0	40	3.5	21	815.6
15	34.2	0	34	2.4	30	786.6
16	34.9	0	32	2.7	29	702.2
17	35.7	0	30	1.7	51	582
18	35.4	0	31	3.5	59	430.9
19	34.6	0	32	3.3	76	194.6
20	32.9	0	38	2.8	102	61.4
21	31	0	44	1.6	143	14.8
22	29.7	0	48	2.2	156	2
23	29.3	0	49	2	205	2
0	28.3	0	52	3.8	202	2
1	27.8	0	55	2.8	207	2
2	26.6	0	58	2.8	211	2
3	26	0	60	2.2	298	2
4	26.7	0	55	0.6	148	2
5	25.1	0	62	1.9	205	2
6	23.8	0	84	2.6	202	3.8
7	24.8	0	84	1.3	190	57.3
8	26.6	0	75	1.7	8	186.3
9	29	0	67	2.6	0	348.6
10	31.1	0	54	2.9	355	505
11	32.1	0	50	3.2	18	654
12	32.8	0	46	2.7	32	710.7
13	33.1	0	41	3.5	14	719
14	34.2	0	37	3.1	15	786.1
15	34.9	0	32	1.2	319	789.2
16	35.5	0	32	4.1	199	666.4
17	34.7	0	33	3.8	213	295
18	32	0	31	4.1	209	190.2
19	31.3	0	32	3.8	207	162.5
20	30.4	0	35	3.6	213	85.6
21	29.9	0	33	1.9	266	13
22	29.1	0	36	3.4	217	2
23	28.4	0	39	4	204	2
0	27.9	0	41	4.1	209	2
1	27.2	0	44	3.3	221	2
2	27.4	0	45	4.1	217	2
3	26.7	0	48	4.9	208	2
4	26.7	0	49	5.6	206	2
5	26.1	0	51	4.2	213	2
6	25.3	0	54	3.9	209	2.7
7	25.8	0	54	3.2	215	42.2
8	26.8	0	52	3.5	219	171.5
9	28.3	0	49	2.2	307	323.9
10	30	0	46	2.6	318	481.1
11	31.4	0	42	2.8	333	620
12	32.2	0	40	2.8	15	732.5
13	33.4	0	37	1.3	205	799.1
14	34.3	0	36	4.3	179	799.9
15	35.1	0	33	5.3	190	635.6
16	30.2	0	38	5.9	195	252.2
17	32.1	0	34	4.3	192	587.2
18	31.3	0	36	3.9	209	283.2
19	30.3	0	41	3.4	192	159.3
20	30.4	0	41	4.5	205	74.7
21	29.6	0	43	3.8	199	14.8
22	28.3	0	45	1.7	133	2
23	28.4	0	44	3.9	199	2
0	26.9	0	49	3.7	219	2
1	26.5	0	49	4.6	207	2
2	25.6	0	52	3.3	208	2
3	25.9	0	52	3.9	210	2
4	25.5	0	54	3.5	212	2
5	24	0	61	3.2	213	2
6	25	0	57	2.4	222	3
7	24.9	0	57	2.3	209	46.8
8	25.9	0	59	1.6	304	191.1
9	28.3	0	57	1.1	238	350
10	30.7	0	47	2.4	348	506.2
11	32.4	0	42	3.4	4	640.6
12	33	0	37	3.1	25	747.3
13	34.1	0	33	2.8	32	801.2
14	34.8	0	32	3.1	13	809.8
15	35.6	0	30	0.9	251	760.1
16	36.4	0.2	29	3.5	130	659.8
17	34.2	0	32	2.3	213	107.4
18	32.6	0.2	40	5.1	205	183.5
19	32.4	0	45	3.1	239	212.3
20	29.2	0	36	2.6	208	29.7
21	27.6	0	40	0.7	181	9.7
22	26.8	0	39	1.6	124	2
23	25.6	0	41	1.4	33	2
0	26.2	0	38	1.5	120	2
1	25.4	0	38	1.3	162	2
2	25.2	0	37	1.8	40	2
3	26.8	0	30	1.6	315	2
4	23.8	0	47	1.1	263	2
5	21.7	0	58	2.5	213	2
6	21.9	0	58	1.9	238	2.7
7	22.4	0	58	1.4	233	31
8	24	0	55	2.2	308	197.3
9	26.6	0	48	2	308	373.5
10	28	0	44	2.7	347	531.4
11	29.3	0	40	3.9	357	671.3
12	29.7	0	38	3.9	23	626.1
13	30.3	0	37	1.4	104	694.6
14	31.4	6.4	36	6.1	201	820.9
15	31.6	0.2	34	4.3	163	473.1
16	26.6	5	53	3.9	201	51.1
17	23.3	0.2	72	1.4	160	213.3
18	25.5	0	66	1.9	161	298.9
19	25.7	0	62	3.5	191	139.3
20	26.1	0	60	3.7	212	68
21	24.6	0	71	3.2	215	16.9
22	24.1	0	69	3	201	2
23	23.2	0	71	3.7	210	2
0	23.3	0	68	4.4	208	2
1	22.6	0	70	4.6	204	2
2	23.6	0	60	4	209	2
3	23.5	0	58	4.5	203	2
4	23.6	0	56	4.1	215	2
5	23.9	0	54	3.9	214	2
6	23	0	57	2.9	226	2.7
7	23.6	0	55	2.1	212	46.5
8	25.6	0	52	2	321	200.6
9	27.3	0	50	1.8	345	366.7
10	29.2	0	48	2.6	308	525.9
11	29.4	0	46	3.2	334	660.6
12	31	0	41	2.8	36	761.6
13	31.8	0	38	3	43	821.2
14	32.6	0	35	4.4	0	851.6
15	33.4	0	31	3	25	823.3
16	33.5	0	30	2.6	49	682.5
17	33.3	0	33	3.1	41	550.9
18	33.5	0	25	2.7	51	460
19	32.5	0	27	2.9	84	190.7
20	30.8	0	33	1.4	128	38.4
21	28.8	0	37	1.3	181	9.5
22	27.6	0	39	0.8	145	2
23	27.3	0	39	1.8	201	2
0	26.8	0	39	2.7	203	2
1	25.6	0	41	2.4	196	2
2	24.6	0	45	2.3	200	2
3	24.6	0	45	1.7	153	2
4	25.1	0	43	2	137	2
5	26.5	0	37	1.7	124	2
6	24.7	0	41	2.3	201	2.7
7	25.5	0	39	0.9	267	51.5
8	27.4	0	40	1.1	305	206.6
9	29	0	41	1.8	43	379.9
10	29	0	43	2.9	104	525.2
11	30.8	0	38	2.9	52	624.6
12	31.7	0	35	3.9	30	606.3
13	33.1	0	31	4	39	826.7
14	33.8	0	28	4.6	28	746.2
15	34.6	0	27	3.1	56	787.5
16	35.6	0	24	3.6	60	722.9
17	35.2	0	25	3.3	64	478
18	35.1	0	28	2.5	66	428.1
19	33.9	0	31	1.8	113	193.9
20	31.8	0	36	2.4	186	67.6
21	30.4	0	38	4.2	203	9.9
22	29.3	0	40	4.3	194	2
23	27.7	0	41	4	199	2
0	29.1	0	30	5.1	209	2
1	29.4	0	32	4.7	204	2
2	29.5	0	34	5.3	201	2
3	28.5	0	39	3.2	233	2
4	28.1	0	39	4	220	2
5	27.5	0	42	2.5	232	2
6	26.6	0	50	2.6	199	2.2
7	26.7	0	50	1.2	201	33.7
8	26.9	0	52	1.9	238	191.5
9	28.6	0	52	3.2	211	330.7
10	30.5	0	48	1.5	241	470.2
11	31.2	0	42	1.7	75	551.3
12	32.6	0	37	2.4	22	624.8
13	33.1	0.8	39	7.6	26	626.3
14	31.8	9.6	44	5.1	75	386.1
15	28.8	0.6	57	2.5	100	131.6
16	24	9.6	85	2.6	72	267.9
17	25	0	83	2.7	54	449.1
18	28.4	0	73	2.4	66	432.5
19	27.5	0	77	1.2	104	135.1
20	26.2	0	84	1.9	243	76
21	25.1	0	89	1.4	358	6.7
22	24.1	0	94	1	73	2
23	23.5	0	96	1.3	11	2
0	23	0	97	2	64	2
1	22.3	0.2	97	2	83	2
2	21.9	0	97	1.6	315	2
3	22	0	93	1	213	2
4	21.6	0	93	1.5	233	2
5	21.4	0	96	1.3	204	2
6	21.7	0	96	1.5	279	2.2
7	21.8	0	97	0.5	301	32.3
8	22.2	0	96	1.5	337	87
9	23.2	0	93	1.5	335	188.6
10	24.4	0	87	2.7	349	235.8
11	25.2	0	83	3.1	348	322.8
12	26.2	0	78	2.9	44	447.6
13	26.6	0	74	1.3	44	391.7
14	27.5	0	70	2.2	114	535.5
15	27.2	0.2	68	3.1	139	123
16	25.3	0.8	81	0.9	38	62.5
17	24	0.2	88	2.8	111	103
18	23.1	0.6	88	2.9	172	60.1
19	22.7	4	94	0.7	190	26.3
20	22.2	0.4	98	1.7	134	11.5
21	22.1	0	98	1	318	6.8
22	21.7	0	99	1.5	32	2
23	21	0	99	1.9	34	2
0	20.7	0	100	2.8	86	2
1	20.8	0	101	3.2	81	2
2	21.1	0	101	2.2	73	2
3	21	0	101	3	129	2
4	20.5	0	101	3.1	129	2
5	20.1	0	101	3.1	159	2
6	20.1	0	99	2.3	157	2.3
7	21.1	0	83	3.9	168	44.4
8	23.1	0.2	72	6.3	194	204.2
9	25	0	75	4.8	196	338.1
10	26.6	0	56	6.3	175	437.1
11	26.7	0	61	5.5	180	601.9
12	26.6	0	60	7.8	189	588.1
13	26.9	0	50	7.4	178	276.5
14	27.2	0	50	5.3	258	383.3
15	27.3	0	48	3.4	271	476.9
16	26.8	0	50	3.4	239	459.4
17	24.2	0	59	4.1	239	424.6
18	25.6	0	56	3.3	224	430
19	25.3	0	55	3.7	229	221.2
20	22.4	0	70	5	222	35.8
21	21.8	0	58	5.6	205	5
22	21.6	0	54	4.1	200	2
23	20.8	0	50	3.3	215	2
0	20.2	0	48	4.5	255	2
1	20.5	0	44	3.2	223	2
2	19.9	0	50	6.4	245	2
3	18.8	0	58	4.3	242	2
4	18.1	0	62	4	253	2
5	18	0	61	2.6	250	2
6	18	0	59	2.3	223	2.1
7	17.9	0	60	2	257	29.6
8	19	0	61	2.7	354	196.2
9	19.7	0	59	1	175	304.6
10	21.3	0	49	3.1	271	541.4
11	22.4	0	46	3.9	316	679.3
12	24.1	0	43	3.7	344	777.4
13	24.6	0	36	3.5	337	817.7
14	24.4	0	40	2.9	21	810.3
15	24.8	0	33	3.6	19	817.2
16	25.5	0	31	4.6	56	734.7
17	25.9	0	29	3.7	53	616
18	26	0	30	3.5	49	491.5
19	24.6	0	33	4.2	58	253.8
20	23.1	0	34	4.5	80	34.9
21	21.1	0	43	4.4	103	8.4
22	19.7	0	49	2.8	119	2
23	19.2	0	51	3.4	155	2
0	19	0	53	2.3	184	2
1	19.8	0	47	1.6	230	2
2	18.8	0	49	1.3	206	2
3	16.8	0	57	1	179	2
4	17.6	0	53	1.9	112	1.9
5	16.8	0	55	2.9	100	1.9
6	16.7	0	54	1.7	73	2.2
7	18.2	0	54	1.7	77	43.9
8	19.7	0	56	2.1	116	209.1
9	21.6	0	52	3.2	125	376.4
10	23	0	55	4.1	117	531
11	25.1	0	48	5.1	55	651.8
12	26.1	0	42	5.4	68	762.6
13	27	0	35	4.9	62	851
14	27.4	0	29	4.5	32	845.6
15	27.9	0	27	3.2	60	765.9
16	27.8	0	28	3	67	584.5
17	27.1	0	31	3.1	66	338.8
18	26.7	0	33	3.2	83	283.1
19	25.4	0	32	2.3	111	127.8
20	24.1	0	32	1.9	141	53.9
21	23	0	35	2.3	197	8.2
22	22.8	0	38	3.9	202	2
23	22.3	0	40	4	200	2
0	20.7	0	45	3.9	206	2
1	19.8	0	52	4	212	2
2	19.4	0	54	4.1	222	2
3	18.8	0	57	4.3	220	2
4	19.2	0	56	4.2	210	2
5	20.4	0	50	4.5	208	2
6	19.2	0	55	4.1	205	2.2
7	20.3	0	52	3.1	207	37.8
8	21.7	0	48	2.9	227	197.1
9	23	0	46	1.8	317	359.4
10	25.2	0	43	2.8	231	521.7
11	27.1	0	38	1.7	257	657.7
12	28.4	0	30	2.3	273	766
13	29.6	0	25	2	321	811.7
14	29.7	0	26	2.1	58	715.1
15	30.7	0	23	1.3	192	823.1
16	30.8	0	21	5.3	216	564.7
17	30.9	0	19	5.7	190	445.9
18	27.9	0	25	5.6	199	144.6
19	25.2	0	35	5.1	194	197.5
20	24.9	0	35	4.3	201	67.5
21	23.8	0	37	4.2	201	7.8
22	24.1	0	33	4.9	196	2
23	23.9	0	33	4.6	211	2
0	23.6	0	32	4.3	211	2
1	23	0	35	4.6	209	2
2	22.2	0	38	4.8	209	2
3	22.5	0	38	4.6	219	2
4	22.3	0	41	5.6	203	2
5	21.4	0	46	4.6	213	2
6	21.2	0	48	4.1	210	2.1
7	20.8	0	49	4.3	199	12.1
8	21.7	0	48	3.4	209	179.7
9	23.4	0	44	4.1	238	270
10	24.6	0	40	3.4	261	359.9
11	27.2	0	30	3.7	251	620.3
12	29.1	0	16	4	266	766.8
13	30.1	0	15	3.1	281	805.1
14	30.9	0	15	3.5	288	760
15	31.6	0	13	2.4	277	770
16	32	0	13	2.1	312	660.1
17	31.5	0	14	0.5	266	391.7
18	31.6	0	14	0.8	107	360.8
19	31.2	0	15	1.6	212	184.1
20	29.3	0	21	3.7	206	84.8
21	27.9	0	35	5	202	10.3
22	26.6	0	45	3.9	215	2
23	25.7	0	47	4.5	206	2
0	25	0	49	3.8	211	2
1	24.6	0	49	3.9	212	2
2	24.4	0	48	3.8	213	2
3	23.5	0	50	4	206	2
4	23.2	0	51	3.5	205	2
5	23	0	52	3.9	201	2
6	23	0	52	4.6	201	2.1
7	22.8	0	52	2.6	326	44.6
8	23.6	0	51	2.3	303	181.2
9	24.9	0	50	1.4	246	360.5
10	26.5	0	44	2.1	306	498.6
11	27.8	0	41	2.1	313	600.2
12	29.1	0	34	2.4	294	726.6
13	30.1	0	30	3.7	315	760.9
14	30	0	31	6.2	46	704.4
15	30.4	0	26	5.5	78	597.9
16	29.1	0	37	3.1	152	670.1
17	28.5	0	38	1.8	56	534.8
18	27.5	0	35	2.3	106	312.4
19	27.8	0	31	1.3	130	246.6
20	26.3	0	32	1.7	91	48.5
21	24.3	0	37	1.3	108	8.4
22	23.3	0	39	2.1	147	2
23	23	0	38	1.7	226	2
0	22.4	0	39	2.6	218	2
1	21.1	0	43	2.1	206	2
2	20.3	0	46	0.6	189	2
3	19.9	0	50	0.5	27	2
4	20.1	0	49	2.6	275	2
5	19.9	0	49	2.1	209	2
6	18.5	0	57	1.8	224	2.1
7	18.9	0	65	2.1	209	16.1
8	19.9	0.2	66	4.3	177	68.2
9	21	0	62	3.5	170	89.3
10	19.5	0.2	69	1.8	97	88.5
11	20.4	0.2	62	3.6	110	242.3
12	23.7	0	50	4.3	98	431.4
13	26.5	0	45	5.2	124	623
14	27.5	0	39	5	58	776
15	28.3	0	29	4.9	51	825.5
16	28	0	33	4.9	65	590.1
17	27.8	0	36	3.9	53	650.8
18	27.2	0	32	4.6	51	452.8
19	26.3	0	34	2.5	72	246.6
20	24.1	0	39	3	95	31.4
21	21.9	0	48	2.6	92	5.7
22	21.1	0	54	1.6	153	2
23	20.1	0	60	2	207	2
0	20	0	64	2.7	211	2
1	19.4	0	66	3	211	2
2	19	0	68	3.5	221	2
3	18	0	73	3.2	223	2
4	18	0	74	3	222	1.9
5	18.4	0	72	3.2	220	2
6	18.4	0	70	2.8	214	2.1
7	18.5	0	70	2.9	212	16.3
8	19.8	0	69	2.2	293	150.8
9	22	0	60	2.9	303	348.1
10	23.5	0	54	2.7	324	491.3
11	24.2	0	52	2.4	312	638.3
12	25.7	0	48	2.2	18	739.3
13	26.8	0	43	5	32	745.3
14	27.9	0	38	3.5	118	795.8
15	27.1	0	38	1.6	63	396.7
16	26.8	0	48	3	28	681.1
17	28.1	0	40	2.9	75	575.3
18	28	0	37	3.3	60	428.5
19	27.2	0	39	3.5	71	227.6
20	25	0	46	3.6	71	59
21	23.2	0	54	3.5	98	6.2
22	22.3	0	61	3.2	90	2
23	21.7	0	66	1.8	119	2
0	21.3	0	70	1.1	48	2
1	21	0	72	1.6	64	2
2	19.9	0	76	2.2	303	2
3	19.1	0	81	1	331	2
4	18.5	0	83	1.9	51	2
5	17.6	0	88	1.1	181	2
6	17.9	0	76	1.2	338	2
7	18.3	0	72	1.3	349	14.7
8	19.2	0	71	1.6	306	46.7
9	20	0	69	2.6	268	118.5
10	20.5	0	64	0.9	231	166.4
11	19.8	0	72	1.1	317	181.6
12	20.2	0	71	1.2	71	279.6
13	21	0	64	1.7	76	190.5
14	21.4	0	64	2.4	63	279.6
15	21.7	0	63	2.8	38	228.6
16	21.9	0	65	2.5	41	393.7
17	23.4	0	61	2	109	456.4
18	22.6	0	62	3	87	201.3
19	21.9	0	64	2.3	102	99.6
20	21.2	0	66	2	153	56.6
21	20.4	0	71	2.7	52	5.3
22	20	0	74	3.2	82	2
23	18.7	0	79	3.3	69	2
0	18.4	2	85	2.2	97	2
1	18.8	3.4	84	2	218	2
2	18.9	2	86	4.7	247	2
3	18.1	3.6	92	3.1	224	2
4	17.2	3.4	95	1.9	209	2
5	15.9	0.2	93	0.9	261	2
6	15.9	0.4	92	2.2	254	1.8
7	15.9	0.2	93	2.1	224	4.4
8	16.3	0	95	1.6	248	23.1
9	16.6	0	96	1.4	318	62.4
10	17.1	0	94	1.4	83	155.5
11	18.2	0	89	2.3	45	214.4
12	19.2	0	83	2.1	55	335.8
13	19.7	1.2	77	1.4	148	150.7
14	19.2	4.8	80	2.2	185	138
15	18.3	1	84	2.1	140	25.6
16	17.5	4	92	3.1	196	43.4
17	17.2	0.8	91	1.4	275	109
18	17.4	0	88	1.7	264	117.5
19	18.1	0	87	2.1	355	133.6
20	18.3	0	87	1.1	204	85.3
21	17.4	0	86	1.5	298	5.5
22	17	0	89	3.7	208	2
23	16.5	0	92	0.8	251	1.9
0	16.2	0	95	0.9	4	1.8
1	16.1	0	95	1.6	86	1.6
2	15.5	0	96	1.7	111	1.5
3	15.4	0	98	1.4	49	1.4
4	15	0	98	1.4	107	1.2
5	14.9	0	99	1.6	1	1.1
6	14.5	0	100	1	344	1.4
7	14.2	0	100	1.3	63	12.6
8	14.9	0	100	1.3	351	83.5
9	15.8	0	100	1.3	321	216.8
10	16.6	0	98	1.5	120	275.9
11	18.9	0	85	2.5	42	560.5
12	20.8	0	76	1.9	100	674.7
13	22.2	0	66	3	27	810.4
14	23.6	0	58	2.4	49	829.3
15	24.8	1.4	52	1.3	102	789.9
16	24.8	0	48	0.6	174	402.1
17	22.2	1	61	1.8	133	61.8
18	21.2	0	76	2.5	116	193.6
19	21.1	1	77	2.4	129	96.7
20	19.8	0	79	3.6	143	47.5
21	19.5	0	78	3.6	148	4.9
22	19.3	0	78	5.5	187	2
23	19.4	0	65	4.7	201	2
0	19.4	0	58	4.5	257	2
1	19.5	0	54	2.1	185	2
2	18.4	0	66	3.2	141	2
3	16.6	0	76	2.8	161	2
4	16.2	0	81	1	240	1.9
5	17.5	0	73	2.1	59	1.7
6	15	0	84	2.6	86	1.9
7	13.8	0	93	1.1	42	13.1
8	15.1	0	92	1.2	178	160.2
9	18.9	0	73	0.9	93	346.4
10	21	0.2	68	3.5	201	499.1
11	21.8	0	65	2.4	121	456.3
12	21.8	0	61	3.2	205	283.6
13	20.9	0	67	4.5	194	296.5
14	23.5	0	60	3.1	250	678.2
15	24.3	0	58	2.5	248	444.6
16	23.2	0	51	6.6	189	278.5
17	24.7	0	48	5.6	196	531.7
18	25.4	0	38	4.6	193	401.4
19	24.7	0	29	4	195	249.8
20	23.3	0	32	4.3	188	35.3
21	21.6	0	36	3.6	190	5.4
22	21	0	37	3.6	197	2
23	20.6	0	38	4.2	191	2
0	20.3	0	39	3.5	169	2
1	20.6	0	37	4.1	198	2
2	20.3	0	37	3.5	187	2
3	20.1	0	35	3.6	199	2
4	20	0	31	3.5	193	2
5	20.1	0	29	3.6	200	2
6	19.9	0	29	2.6	186	2
7	16.9	0	44	2.2	196	21.3
8	18.5	0	47	1.3	227	175.9
9	21.3	0	41	0.7	292	348.6
10	22.7	0	43	1.3	251	510.6
11	24.1	0	45	2.1	172	646.3
12	25.9	0	42	2.2	267	678.3
13	26.5	0	37	1.7	179	671.6
14	27.5	0	27	2.3	204	694.9
15	28.6	0	28	2.8	151	675.8
16	29.3	0	25	2.7	183	733.4
17	28.8	0	25	3.6	153	418
18	28.3	0	25	2.2	142	313.6
19	27.9	0	25	3.2	143	223.3
20	26	0	30	2.7	143	44.1
21	24	0	43	2.4	183	4
22	22.2	0	57	2.3	167	2
23	20.4	0	69	2.6	135	2
0	20.4	0	59	2.6	129	2
1	21.6	0	54	2.2	126	2
2	22.1	0	54	2.3	104	2
3	22	0	58	2.7	120	2
4	22.1	0	58	2.4	131	2
5	22	0	57	2	120	2
6	22.1	0	56	2.9	78	2
7	22.1	0	54	3.3	76	17.6
8	22	0	59	1.5	127	104.1
9	23.5	0	56	0.9	192	267.8
10	24.5	0	54	2.2	310	206.4
11	23.5	0	65	1.9	352	150.3
12	24.5	0	62	2.2	174	436
13	26.7	0	48	2.5	83	528.8
14	27.5	0	44	2.1	110	473.9
15	28.8	0	36	1.2	116	504.8
16	28.7	0	39	2.8	40	290.9
17	28.1	0	42	2	32	250.5
18	26.8	0	66	0.7	111	250.1
19	27	0	65	1.6	354	171.4
20	25.9	0	63	1.6	332	49.8
21	23.8	0	73	1.4	274	4.1
22	22.2	0	88	1.1	273	2
23	21.9	0	93	1.2	308	2
0	21.7	0	92	0.7	341	2
1	20.8	0	94	0.4	249	2
2	20.5	0	96	0.8	300	2
3	20.4	0	97	0.6	71	2
4	19.8	0	97	0.5	142	2
5	20.1	0	98	2.4	109	2
6	20.2	0	98	2.4	78	2
7	20.2	0	98	2.1	75	20.7
8	20.9	0	96	3.9	138	133.5
9	23.4	0	85	2.4	143	330.6
10	26	0	74	3.2	183	446.7
11	26.8	0	59	3.3	134	302.9
12	27.9	0	56	2.6	214	590.7
13	30	0	50	3	187	781.9
14	30.7	0	46	3.9	175	709.7
15	31.3	0	43	2.7	148	556.9
16	30.9	0	43	4	152	543.3
17	31.3	0	42	1.3	116	378.6
18	30.4	0	42	1.6	125	220.2
19	29.5	0	53	2.7	148	133.4
20	27.9	0	62	1.4	157	39.4
21	26.8	0	59	3.5	174	5
22	26.7	0	52	2.2	156	2
23	26.2	0	54	7.4	164	2
0	26.1	0	54	5.3	175	2
1	26	0	53	4.8	142	2
2	26	0	55	3.2	134	2
3	25.3	0	56	4.7	161	2
4	23.9	0	63	6.9	162	2
5	24.1	0	61	5	150	2
6	25	0	56	5.7	162	2
7	25.9	0	51	2.8	148	13
8	25.8	0	54	5.8	194	125.3
9	26.8	0	52	4.5	182	213.2
10	27.8	0	48	4.8	183	397.7
11	29.7	0	42	4.8	180	658.9
12	30.2	0	38	5.6	233	648.5
13	30.5	0	36	6	181	706.1
14	30.9	0	35	5.7	177	663.3
15	31.8	0	31	5.8	181	783.9
16	31.8	0	29	6	168	632.6
17	30.8	0	30	4.3	176	386.6
18	29.9	0	34	4.1	176	232
19	28.9	0	38	4.2	184	124.9
20	28	0	38	1.4	172	41.3
21	27.2	0	34	1.2	155	3.7
22	26.5	0	35	2.2	161	2
23	25.6	0	39	2.3	175	2
0	24.4	0	43	1.9	285	2
1	23	0	47	2.3	228	2
2	23.2	0	46	2.6	231	2
3	23.2	0	45	2.1	247	2
4	22.8	0	47	3.6	216	2
5	22.2	0	49	6.4	196	2
6	21.8	0	51	2.5	90	2
7	22.1	0	51	1.2	310	12.6
8	22.4	0	52	1.6	58	37.1
9	23.3	0.2	54	2.1	293	146.3
10	24	0	55	2.1	152	251.3
11	24	1.2	60	3	310	232.5
12	24.5	0	59	2.9	326	379.2
13	24.4	0.8	64	1.7	4	283.5
14	24	0	72	2.7	5	695.6
15	24.8	0	65	2.3	24	480.7
16	26.4	0	61	2.2	20	534.2
17	26.4	0	57	2.3	52	261.2
18	26.2	0	58	2.6	74	157.6
19	25.8	0	60	2.8	57	129.8
20	25.5	0	61	1.3	65	58.9
21	24.4	0	65	0.7	188	4.9
22	23	0	74	3	204	2
23	22.1	0	80	2.7	198	2
0	21.9	0	81	2.4	202	2
1	22.2	0	78	3.1	207	2
2	22.1	0	77	2.8	211	2
3	21.4	0	82	2.8	201	2
4	21.2	0	83	3	198	2
5	20.9	0	84	2.9	210	2
6	20.7	0	83	2.3	202	2
7	20.8	0	83	1.5	218	18.7
8	22.1	0	79	0.7	263	64.4
9	22.4	0	78	1.4	286	56.1
10	23.3	0	75	1.5	311	184.5
11	23.6	0	75	1.2	261	214.3
12	24.3	0	73	1.6	185	293.8
13	25.3	0	70	0.9	14	404.2
14	26.2	0	67	1.6	158	297
15	27.8	0	64	2.5	208	537.9
16	30.2	0	45	4.6	190	495.2
17	31.1	0	37	3.3	204	460.8
18	30.9	0	35	2.1	183	318.4
19	29.4	0	38	3.5	180	144.5
20	28.3	0	40	4.4	171	53.5
21	27.2	0	42	3.6	191	4.1
22	26.3	0	45	4.4	194	2
23	25.9	0	45	4	202	2
0	25.3	0	47	3.7	213	2
1	25.2	0	42	3.6	220	2
2	24.9	0	42	3	236	2
3	24.5	0	47	2.1	210	2
4	23.1	0	52	1.9	253	2
5	21.6	0	55	3.4	195	2
6	19.7	0	67	3.6	223	2
7	19.9	0	61	6.4	243	10.8
8	20.8	0	60	2.5	267	116.5
9	22.7	0	55	4.2	210	316.6
10	21.6	0	65	3.4	320	370.2
11	24.6	0	52	3.5	289	618
12	26.9	0	42	4.3	303	727.2
13	26.6	0	42	2.4	326	768.6
14	26.9	0	45	2.2	268	777.8
15	27.4	0	46	2.1	285	751.2
16	28.4	0	43	1.9	293	662.4
17	28.7	0	40	0.9	294	541.6
18	29.2	0	36	3	7	395.5
19	28.4	0	39	2.5	54	212.9
20	25.7	0	55	1.8	145	29.8
21	23.3	0	64	1.8	129	3.3
22	22.5	0	73	1.9	107	2
23	22.2	0	74	1.7	94	2
0	22.3	0	73	1.8	180	2
1	22.1	0	73	2.2	196	2
2	21.8	0	73	0.9	189	2
3	21.4	0	73	1.1	77	2
4	19.6	0	80	0.5	141	2
5	19.6	0	82	2.3	204	2
6	18.9	0	85	0.3	77	2
7	18.6	0	90	0.5	295	15.1
8	19.9	0	86	1.2	16	137.1
9	22.6	0	78	1.3	36	301.7
10	24.2	0	72	1.9	332	465.9
11	26.1	0	65	2.6	17	596.6
12	27	0	57	1.9	348	675.1
13	28.8	0	47	2.2	1	774.3
14	30.1	0	42	0.4	99	773.2
15	29.8	0	38	1.7	3	362.7
16	29.8	0	37	3.5	49	365.5
17	31.4	0	33	3.6	63	453.1
18	30.7	0	39	3.1	81	320.4
19	27.8	0	54	2.2	120	138.2
20	26.1	0	59	1.9	138	30.2
21	24.8	0	63	1.8	182	3
22	24.5	0	65	1.4	206	2
23	23.4	0	69	1.9	216	2
0	22.2	0	74	3.2	206	2
1	21.8	0	73	3.3	208	2
2	21.5	0	63	3.2	217	2
3	21.3	0	59	3	215	2
4	20.8	0	57	3.1	209	2
5	19.9	0	62	1.4	223	2
6	19.2	0	65	1.8	211	2
7	19.2	0	61	1.4	352	14.1
8	21.1	0	59	1.7	341	138
9	24.1	0	55	2	355	307.8
10	24.7	0	58	2.5	11	459.5
11	26.2	0	57	3.6	16	586.4
12	27.4	0	53	3.5	44	685.9
13	29	0	48	2.5	56	752.7
14	30	0	44	3.2	59	788.7
15	30.7	0	41	5.1	62	710.2
16	30.8	0	39	6.2	64	642.5
17	30.5	0	40	5.6	60	503.7
18	29.7	0	41	4.4	62	366.4
19	27.7	0	44	3.2	96	181.5
20	25.7	0	50	4.1	98	29.2
21	24.2	0	54	2	142	2.8
22	23.5	0	56	3.6	155	2
23	23.1	0	58	1.6	210	2
0	21.9	0	65	2.6	225	2
1	21.4	0	63	2.7	220	2
2	20.6	0	56	2.6	201	2
3	20	0	58	2.7	194	2
4	20.3	0	53	2.4	207	2
